text_tokens,labels
"['[CLS]', 'list', 'air', '##fare', '##s', 'for', 'first', 'class', 'round', 'trip', 'from', 'detroit', 'to', 'st', '.', 'petersburg', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'us', '77', '##1', 'pittsburgh', 'to', 'philadelphia', 'what', 'is', 'the', 'fare', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'all', 'right', 'what', 'i', ""'"", 'd', 'like', 'to', 'do', 'is', 'find', 'the', 'cheap', '##est', 'one', 'way', 'fare', 'from', 'boston', 'to', 'denver', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'coach', 'fares', 'for', 'flights', 'from', 'newark', 'to', 'la', 'leaving', 'after', '3', 'pm', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'price', 'of', 'a', 'one', 'way', 'fare', 'from', 'atlanta', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'to', 'see', 'all', 'the', 'economy', 'fares', 'from', 'baltimore', 'to', 'philadelphia', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'fares', 'and', 'flights', 'from', 'denver', 'to', 'philadelphia', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'how', 'much', 'does', 'it', 'cost', 'to', 'fly', 'on', 'american', 'from', 'dallas', 'to', 'baltimore', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'round', 'trip', 'fares', 'from', 'baltimore', 'to', 'philadelphia', 'less', 'than', '1000', 'dollars', 'round', 'trip', 'fares', 'from', 'denver', 'to', 'philadelphia', 'less', 'than', '1000', 'dollars', 'round', 'trip', 'fares', 'from', 'pittsburgh', 'to', 'philadelphia', 'less', 'than', '1000', 'dollars', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'okay', 'i', ""'"", 've', 'got', 'somebody', 'else', 'who', 'wants', 'to', 'take', 'a', 'round', 'trip', 'ticket', 'from', 'charlotte', 'to', 'montreal', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', 'need', 'the', 'cost', 'of', 'a', 'ticket', 'going', 'from', 'denver', 'to', 'baltimore', 'a', 'first', 'class', 'ticket', 'on', 'united', 'airlines', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'and', 'how', 'much', 'does', 'it', 'cost', 'to', 'travel', 'from', 'boston', 'airport', 'to', 'downtown', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'fare', 'between', 'boston', 'and', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', ""'"", 's', 'the', 'lowest', 'round', 'trip', 'fare', 'from', 'dallas', 'to', 'any', 'city', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'fare', 'going', 'from', 'baltimore', 'to', 'boston', 'one', 'way', 'on', 'november', 'seventh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'lowest', 'cost', 'air', 'fare', 'available', 'for', 'a', 'flight', 'from', 'dallas', 'to', 'baltimore', 'arriving', 'on', 'july', 'fourth', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'all', 'prices', 'of', 'first', 'class', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'all', 'fares', 'between', 'philadelphia', 'and', 'san', 'francisco', 'that', 'are', 'less', 'than', '200', 'dollars', 'one', 'way', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'is', 'there', 'a', 'fare', 'from', 'pittsburgh', 'to', 'cleveland', 'under', '200', 'dollars', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'schedule', 'of', 'flights', 'from', 'boston', 'to', 'denver', 'next', 'monday', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'one', 'way', 'fare', 'from', 'boston', 'to', 'baltimore', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', ""'"", 's', 'the', 'cheap', '##est', 'fare', 'from', 'san', 'francisco', 'to', 'baltimore', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'to', 'have', 'some', 'information', 'on', 'a', 'ticket', 'from', 'denver', 'to', 'atlanta', 'with', 'a', 'stop', 'in', 'pittsburgh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'display', 'all', 'fare', 'codes', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'one', 'more', 'time', 'the', 'first', 'class', 'fares', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'different', 'classes', 'of', 'service', 'and', 'the', 'prices', 'for', 'us', 'air', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'fare', 'i', 'can', 'get', 'from', 'dallas', 'to', 'denver', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'cheap', '##est', 'round', 'trip', 'fares', 'from', 'houston', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'coach', 'fares', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'fare', 'from', 'atlanta', 'to', 'boston', 'on', 'coach', 'one', 'way', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'would', 'be', 'cost', 'of', 'a', 'round', 'trip', 'from', 'pittsburgh', 'to', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'one', 'way', 'fare', 'from', 'pittsburgh', 'to', 'atlanta', 'traveling', 'on', 'tuesday', 'august', 'twentieth', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'fare', 'from', 'philadelphia', 'to', 'pittsburgh', 'business', 'class', 'one', 'way', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cost', 'of', 'a', 'flight', 'from', 'boston', 'to', 'denver', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'okay', 'i', 'just', 'want', 'to', 'know', 'the', 'cheap', '##est', 'fare', 'from', 'atlanta', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'coach', 'fares', 'from', 'charlotte', 'to', 'la', 'wednesday', 'night', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'first', 'class', 'round', 'trip', 'air', '##fare', 'from', 'indianapolis', 'to', 'memphis', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'how', 'much', 'is', 'a', 'flight', 'from', 'washington', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'least', 'expensive', 'fare', 'from', 'baltimore', 'to', 'san', 'francisco', 'leaving', 'on', 'september', 'th', '##ir', '##tie', '##th', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'coach', 'fare', 'from', 'dallas', 'to', 'denver', 'round', 'trip', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'the', 'lowest', 'fare', 'from', 'denver', 'to', 'pittsburgh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'how', 'much', 'is', 'an', 'economy', 'ticket', 'from', 'washington', 'to', 'san', 'francisco', 'on', 'september', 'th', '##ir', '##tie', '##th', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'to', 'know', 'the', 'price', 'of', 'first', 'class', 'seats', 'from', 'atlanta', 'to', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cost', 'of', 'a', 'ticket', 'going', 'from', 'denver', 'to', 'boston', 'july', 'twenty', 'fifth', '1991', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cost', 'of', 'flight', 'dl', '106', 'from', 'philadelphia', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'round', 'trip', 'fares', 'from', 'pittsburgh', 'to', 'philadelphia', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'first', 'class', 'fares', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'round', 'trip', 'fares', 'from', 'new', 'york', 'to', 'miami', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'fares', 'for', 'flights', 'between', 'atlanta', 'and', 'd', '##f', '##w', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'your', 'least', 'expensive', 'fare', 'between', 'atlanta', 'and', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'how', 'much', 'does', 'dl', '74', '##6', 'cost', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'fare', 'for', 'a', 'one', 'way', 'flight', 'from', 'boston', 'to', 'atlanta', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'time', 'is', 'the', 'last', 'flight', 'from', 'washington', 'to', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'okay', 'we', ""'"", 're', 'going', 'from', 'washington', 'to', 'denver', 'first', 'class', 'ticket', 'i', ""'"", 'd', 'like', 'to', 'know', 'the', 'cost', 'of', 'a', 'first', 'class', 'ticket', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'least', 'expensive', 'one', 'way', 'fare', 'between', 'philadelphia', 'and', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'coach', 'fares', 'from', 'la', 'to', 'charlotte', 'monday', 'morning', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'time', 'are', 'the', 'flights', 'leaving', 'from', 'denver', 'to', 'pittsburgh', 'on', 'july', 'seventh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'cost', 'of', 'a', 'first', 'class', 'ticket', 'from', 'detroit', 'to', 'las', 'vegas', 'and', 'back', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'to', 'have', 'some', 'information', 'on', 'a', 'ticket', 'from', 'denver', 'to', 'pittsburgh', 'and', 'atlanta', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'price', 'of', 'flight', 'from', 'cleveland', 'to', 'nashville', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'fare', 'from', 'dallas', 'to', 'denver', 'round', 'trip', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'first', 'class', 'fare', 'for', 'a', 'round', 'trip', 'dallas', 'to', 'denver', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', ""'"", 'd', 'like', 'a', 'ticket', 'on', 'a', 'plane', 'from', 'denver', 'to', 'atlanta', 'i', 'would', 'like', 'a', 'coach', 'class', 'or', 'lowest', 'fare', 'ticket', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'please', 'give', 'me', 'round', 'trip', 'fares', 'from', 'baltimore', 'to', 'philadelphia', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'most', 'expensive', 'one', 'way', 'first', 'class', 'fare', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'are', 'the', 'departure', 'times', 'from', 'detroit', 'to', 'westchester', 'county', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'lowest', 'fare', 'united', 'charges', 'between', 'boston', 'and', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'cheap', '##est', 'fare', 'from', 'indianapolis', 'to', 'seattle', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'round', 'trip', 'fares', 'from', 'denver', 'to', 'philadelphia', 'under', '1000', 'dollars', 'and', 'pittsburgh', 'to', 'philadelphia', 'under', '1000', 'dollars', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'the', 'cheap', '##est', 'fares', 'from', 'miami', 'to', 'new', 'york', 'leaving', 'on', 'a', 'sunday', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'please', 'show', 'me', 'air', '##fare', 'of', 'flight', 'us', '345', 'from', 'boston', 'to', 'pittsburgh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', 'want', 'a', 'one', 'way', 'ticket', 'from', 'dallas', 'to', 'baltimore', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'fares', 'from', 'baltimore', 'to', 'philadelphia', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', 'need', 'fare', 'information', 'from', 'denver', 'to', 'pittsburgh', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'give', 'me', 'the', 'round', 'trip', 'coach', 'fare', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'cheap', '##est', 'fare', 'from', 'memphis', 'to', 'seattle', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'please', 'show', 'me', 'again', 'the', 'first', 'class', 'fares', 'from', 'baltimore', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'round', 'trip', 'tickets', 'are', 'there', 'from', 'cleveland', 'to', 'miami', 'on', 'us', 'air', 'that', 'arrive', 'before', '4', 'pm', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'find', 'the', 'cheap', '##est', 'one', 'way', 'fare', 'from', 'boston', 'to', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'please', 'list', 'the', 'cost', 'of', 'all', 'flights', 'from', 'philadelphia', 'to', 'denver', 'airport', 'next', 'sunday', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'how', 'much', 'will', 'it', 'cost', 'taking', 'coach', 'from', 'orlando', 'to', 'indianapolis', 'on', 'december', 'twenty', 'ninth', 'flying', 'us', 'air', '311', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'times', 'does', 'the', 'late', 'afternoon', 'flight', 'leave', 'from', 'washington', 'for', 'denver', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'can', 'you', 'show', 'me', 'what', 'fares', 'are', 'available', 'from', 'oakland', 'to', 'dallas', 'on', 'december', 'sixteenth', 'one', 'way', 'only', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'please', 'list', 'the', 'flight', 'times', 'from', 'newark', 'to', 'boston', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', 'would', 'like', 'the', 'time', 'of', 'your', 'earliest', 'flight', 'in', 'the', 'morning', 'from', 'philadelphia', 'to', 'washington', 'on', 'american', 'airlines', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'fare', 'from', 'washington', 'to', 'san', 'francisco', 'leaving', 'on', 'september', 'th', '##ir', '##tie', '##th', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'us', '37', '##24', 'baltimore', 'to', 'philadelphia', 'what', 'is', 'the', 'fare', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'find', 'the', 'cheap', '##est', 'one', 'way', 'fare', 'from', 'boston', 'to', 'san', 'francisco', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'prices', 'for', 'all', 'flights', 'from', 'baltimore', 'to', 'dallas', 'on', 'july', 'twenty', 'ninth', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'fares', 'leaving', 'on', 'tuesday', '##s', 'from', 'denver', 'to', 'dallas', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'get', 'saturday', 'fares', 'from', 'washington', 'to', 'toronto', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cost', 'of', 'a', 'round', 'trip', 'flight', 'from', 'pittsburgh', 'to', 'atlanta', 'beginning', 'on', 'april', 'twenty', 'fifth', 'and', 'returning', 'on', 'may', 'sixth', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'schedule', 'of', 'ground', 'transportation', 'from', 'washington', 'airport', 'into', 'downtown', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'get', 'saturday', 'fares', 'from', 'washington', 'to', 'montreal', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'price', 'of', 'american', 'airlines', 'flight', '19', 'from', 'new', 'york', 'to', 'los', 'angeles', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'round', 'trip', 'first', 'class', 'tickets', 'from', 'new', 'york', 'to', 'miami', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'round', 'trip', 'fares', 'new', 'york', 'to', 'san', 'jose', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'show', 'me', 'all', 'the', 'cheap', '##est', 'fares', 'from', 'new', 'york', 'to', 'miami', 'leaving', 'on', 'tuesday', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'i', 'would', 'like', 'the', 'time', 'of', 'all', 'flights', 'from', 'san', 'francisco', 'to', 'pittsburgh', 'on', 'sunday', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[CLS]', 'what', 'is', 'the', 'cheap', '##est', 'ticket', 'from', 'baltimore', 'to', 'san', 'francisco', 'on', 'friday', 'august', 'th', '##ir', '##tie', '##th', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
